1228,122800
800,80000
1676,167600
564,56400
1348,134800
1956,195600
1376,137600
1570,157000
1590,159000
1788,178800
228,22800
540,54000
26,2600
1326,132600
114,11400
946,94600
1500,150000
878,87800
1262,126200
1652,165200
322,32200
68,6800
156,15600
1124,112400
414,41400
554,55400
1778,177800
1290,129000
1176,117600
700,70000
1096,109600
296,29600
834,83400
1056,105600
844,84400
408,40800
1270,127000
122,12200
706,70600
1218,121800
206,20600
1706,170600
34,3400
1450,145000
836,83600
1086,108600
1194,119400
1442,144200
1222,122200
1862,186200
1382,138200
808,80800
32,3200
670,67000
1976,197600
940,94000
422,42200
1634,163400
702,70200
572,57200
974,97400
472,47200
1296,129600
1722,172200
1014,101400
1664,166400
552,55200
468,46800
338,33800
1314,131400
952,95200
1300,130000
152,15200
1166,116600
234,23400
530,53000
1814,181400
1244,124400
84,8400
1454,145400
1858,185800
630,63000
1964,196400
1082,108200
282,28200
1020,102000
324,32400
250,25000
486,48600
986,98600
1160,116000
1718,171800
1404,140400
226,22600
1568,156800
1208,120800
1510,151000
106,10600
962,96200
1714,171400
1950,195000
936,93600
1254,125400
1874,187400
1350,135000
798,79800
1110,111000
1354,135400
1992,199200
350,35000
618,61800
1772,177200
1496,149600
710,71000
384,38400
824,82400
1052,105200
1558,155800
1464,146400
202,20200
302,30200
1128,112800
328,32800
1258,125800
306,30600
1104,110400
1666,166600
320,32000
272,27200
1810,181000
1978,197800
842,84200
1514,151400
658,65800
1180,118000
1380,138000
1694,169400
1192,119200
920,92000
1106,110600
1520,152000
1102,110200
1282,128200
794,79400
1342,134200
194,19400
1836,183600
560,56000
1792,179200
954,95400
1336,133600
976,97600
130,13000
1630,163000
816,81600
1070,107000
1210,121000
1812,181200
898,89800
882,88200
1848,184800
1638,163800
682,68200
1478,147800
732,73200
1022,102200
864,86400
1428,142800
318,31800
570,57000
1334,133400
1010,101000
1794,179400
222,22200
204,20400
678,67800
1732,173200
1362,136200
348,34800
690,69000
1468,146800
1674,167400
1054,105400
170,17000
1838,183800
1044,104400
252,25200
1668,166800
1572,157200
434,43400
840,84000
536,53600
908,90800
1982,198200
1852,185200
1446,144600
924,92400
98,9800
1472,147200
1190,119000
928,92800
584,58400
730,73000
1940,194000
596,59600
708,70800
1986,198600
998,99800
1584,158400
1624,162400
72,7200
30,3000
994,99400
1536,153600
900,90000
406,40600
1432,143200
310,31000
738,73800
546,54600
828,82800
144,14400
778,77800
810,81000
1512,151200
1688,168800
1040,104000
104,10400
1958,195800
1480,148000
1212,121200
82,8200
966,96600
766,76600
704,70400
258,25800
1322,132200
1504,150400
582,58200
1114,111400
1530,153000
1426,142600
300,30000
524,52400
1544,154400
360,36000
1144,114400
1996,199600
764,76400
812,81200
1134,113400
1658,165800
16,1600
498,49800
294,29400
220,22000
818,81800
1146,114600
1968,196800
590,59000
1414,141400
280,28000
1498,149800
1988,198800
918,91800
1038,103800
1140,114000
1834,183400
1894,189400
780,78000
386,38600
1200,120000
1910,191000
1206,120600
822,82200
664,66400
718,71800
1914,191400
1684,168400
454,45400
696,69600
118,11800
1866,186600
28,2800
612,61200
1560,156000
512,51200
1524,152400
754,75400
996,99600
1654,165400
768,76800
1410,141000
1898,189800
1118,111800
270,27000
644,64400
668,66800
1748,174800
884,88400
742,74200
120,12000
1506,150600
1784,178400
316,31600
1604,160400
62,6200
1364,136400
1198,119800
1730,173000
1418,141800
890,89000
442,44200
852,85200
892,89200
1324,132400
1602,160200
1562,156200
1080,108000
1698,169800
1476,147600
862,86200
1266,126600
1944,194400
1250,125000
44,4400
476,47600
1806,180600
876,87600
362,36200
1574,157400
1588,158800
140,14000
622,62200
1648,164800
728,72800
1088,108800
1272,127200
146,14600
1448,144800
792,79200
352,35200
88,8800
96,9600
392,39200
1048,104800
1650,165000
926,92600
1030,103000
1548,154800
1822,182200
1242,124200
276,27600
1618,161800
632,63200
126,12600
774,77400
1890,189000
1636,163600
342,34200
1598,159800
680,68000
1734,173400
190,19000
64,6400
1388,138800
1878,187800
672,67200
238,23800
426,42600
1644,164400
418,41800
230,23000
1720,172000
910,91000
914,91400
458,45800
1728,172800
1120,112000
1436,143600
1122,112200
948,94800
388,38800
1186,118600
1790,179000
410,41000
40,4000
196,19600
830,83000
506,50600
412,41200
636,63600
724,72400
1004,100400
1628,162800
650,65000
1138,113800
1576,157600
786,78600
1786,178600
188,18800
290,29000
1680,168000
1764,176400
1832,183200
1962,196200
1374,137400
1440,144000
224,22400
0,0
450,45000
1340,134000
1474,147400
1434,143400
1860,186000
4,400
1758,175800
1502,150200
1690,169000
1188,118800
1338,133800
912,91200
1420,142000
218,21800
154,15400
502,50200
494,49400
1456,145600
1938,193800
1868,186800
1516,151600
610,61000
1970,197000
1490,149000
1006,100600
1024,102400
1616,161600
128,12800
1036,103600
1770,177000
1780,178000
402,40200
374,37400
1844,184400
180,18000
950,95000
124,12400
432,43200
1824,182400
528,52800
236,23600
336,33600
70,7000
1344,134400
308,30800
404,40400
850,85000
1046,104600
726,72600
136,13600
1204,120400
10,1000
1984,198400
1390,139000
988,98800
354,35400
1762,176200
1100,110000
1076,107600
1972,197200
1174,117400
274,27400
1356,135600
490,49000
1974,197400
1846,184600
1916,191600
1518,151800
972,97200
1050,105000
1662,166200
1726,172600
1896,189600
370,37000
634,63400
1284,128400
54,5400
446,44600
846,84600
254,25400
1226,122600
1754,175400
394,39400
428,42800
1182,118200
94,9400
474,47400
646,64600
762,76200
1224,122400
1920,192000
1398,139800
174,17400
18,1800
1842,184200
1302,130200
76,7600
496,49600
162,16200
520,52000
758,75800
662,66200
888,88800
1696,169600
656,65600
1412,141200
906,90600
1610,161000
1156,115600
1640,164000
1900,190000
1948,194800
1744,174400
866,86600
1774,177400
648,64800
1738,173800
1556,155600
332,33200
1800,180000
1002,100200
1936,193600
1932,193200
1646,164600
1626,162600
1886,188600
1888,188800
1818,181800
60,6000
400,40000
1994,199400
366,36600
1400,140000
358,35800
1912,191200
1154,115400
1184,118400
1966,196600
1394,139400
1430,143000
1074,107400
772,77200
376,37600
770,77000
1816,181600
1880,188000
1168,116800
720,72000
1864,186400
1724,172400
694,69400
902,90200
1090,109000
1594,159400
108,10800
1980,198000
542,54200
526,52600
592,59200
164,16400
616,61600
66,6600
1952,195200
58,5800
1072,107200
510,51000
182,18200
624,62400
1776,177600
382,38200
514,51400
1736,173600
492,49200
